GG704911.1	1	1536	SC_5_19355_30059_DNA/TcMar.1	16.9	-	0	19
GG704911.1	189	1707	SC_5_19355_30059_DNA/TcMar.2	14.7	-	0	19
GG704911.1	763	3251	SC_3_4270292_4291141_DNA/hAT.1	17.5	-	0	9
GG704911.1	8098	9532	SC_5_19355_30059_DNA/TcMar.3	14.9	-	0	86
GG704911.1	8265	9889	SC_5_19355_30059_DNA/TcMar.4	16.4	-	0	94
GG704911.1	8482	13370	SC_5_19355_30059_DNA/TcMar.5	16.2	-	0	368
GG704911.1	13371	13498	SC_5_19355_30059_DNA/TcMar.6	14.8	-	0	122
GG704911.1	13496	16543	SC_5_19355_30059_DNA/TcMar.7	16.0	-	2	263
GG704911.1	15947	16954	SC_3_5020_13409_DNA/hAT.1	14.9	-	1	12
GG704911.1	16530	17511	SC_5_19355_30059_DNA/TcMar.8	16.6	-	0	20
GG704911.1	17174	18042	SC_3_5020_13409_DNA/hAT.2	17.3	-	0	24
GG704911.1	18084	25347	SC_4_3944873_3952133_LINE/Tad1.1	 2.1	-	10	116
GG704911.1	25355	25519	SC_3_5020_13409_DNA/hAT.3	26.2	-	0	0
GG704911.1	25523	25679	SC_3_5020_13409_DNA/hAT.4	30.6	-	0	0
GG704911.1	25698	25875	SC_3_5020_13409_DNA/hAT.5	30.7	-	0	0
GG704911.1	25975	26221	SC_3_5020_13409_DNA/hAT.6	29.1	-	0	0
GG704911.1	26970	27062	SC_1_341903_344769_LTR/Gypsy.1	21.7	+	0	0
GG704911.1	26970	27029	SC_1_2848002_2856807_DNA/TcMar.1	16.7	-	0	0
GG704911.1	27048	27378	SC_4_2492840_2500054_LTR/Gypsy.1	17.4	-	0	1
GG704911.1	27048	27342	SC_2_396777_403704_LTR/Gypsy.1	13.2	-	0	1
GG704911.1	27345	27486	SC_1_2665600_2670498_LTR/Gypsy.1	19.0	-	0	0
GG704911.1	27485	29615	SC_3_4270292_4291141_DNA/hAT.2	16.6	-	0	7
GG704911.1	34456	34714	SC_3_4270292_4291141_DNA/hAT.3	23.9	-	0	19
GG704911.1	34485	40318	SC_5_19355_30059_DNA/TcMar.9	15.6	-	1	89
GG704911.1	50337	50578	SC_3_516889_519233_DNA/TcMar.1	32.0	+	23	17
GG704911.1	50593	51138	SC_4_2361751_2367018_DNA/TcMar.1	30.7	-	47	26
GG704911.1	50609	51273	SC_3_516889_519233_DNA/TcMar.2	29.4	+	72	28
GG704911.1	50817	51273	SC_1_50816_51273_DNA/TcMar.1	 0.0	+	37	8
GG704911.1	51011	51314	SC_3_1310657_1312989_DNA/TcMar.1	33.1	-	32	7
GG704911.1	51212	51788	SC_4_2361751_2367018_DNA/TcMar.2	31.6	-	109	29
GG704911.1	51823	52098	SC_4_2361751_2367018_DNA/TcMar.3	25.5	-	57	30
GG704911.1	51973	52181	SC_5_2309270_2311617_DNA/TcMar.1	25.1	+	7	7
GG704911.1	57344	57602	SC_4_1543096_1546512_DNA/TcMar.1	11.4	-	9	18
GG704911.1	64604	64787	SC_3_1764626_1772066_DNA/TcMar.1	10.5	+	5	21
GG704911.1	65867	71175	SC_1_65866_71175_LTR/Copia.1	 0.0	+	326	674
GG704911.1	78257	80550	SC_1_78256_80550_LTR/Gypsy.1	 0.0	+	0	2
GG704911.1	80549	81628	SC_1_80548_81628_LTR/Gypsy.1	 0.0	+	0	2
GG704911.1	81627	88582	SC_3_1789991_1796949_LTR/Gypsy.1	14.4	+	0	22
GG704911.1	88584	91565	SC_4_2979166_2986798_LTR/Gypsy.1	13.5	+	0	54
GG704911.1	91412	91588	SC_3_902192_925079_DNA/TcMar.1	14.8	+	0	2
GG704911.1	91583	91784	SC_5_1383334_1388936_DNA/hAT.1	11.4	-	0	0
GG704911.1	91784	95426	SC_1_974025_979293_LTR/Gypsy.1	11.8	-	0	27
GG704911.1	95428	97889	SC_1_963451_974024_LTR/Gypsy.1	11.0	-	0	15
GG704911.1	97891	104845	SC_3_1789991_1796949_LTR/Gypsy.2	13.9	-	0	28
GG704911.1	104996	106825	SC_3_1941539_1948452_LTR/Gypsy.1	17.4	-	0	2
GG704911.1	106819	112162	SC_3_1789991_1796949_LTR/Gypsy.3	18.1	-	0	3
GG704911.1	112159	113008	SC_4_2515063_2520371_LTR/Copia.1	12.4	+	10	12
GG704911.1	112558	117378	SC_1_112557_117378_LTR/Gypsy.1	 0.0	+	21	47
GG704911.1	115380	118206	SC_1_115379_118206_LTR/Copia.1	 0.0	+	6	22
GG704911.1	118106	118711	SC_1_3226987_3230955_LTR/Copia.1	13.2	-	4	16
GG704911.1	118208	123409	SC_1_118207_123409_LTR/Gypsy.1	 0.0	+	171	355
GG704911.1	128294	128384	SC_5_3367237_3380922_DNA/TcMar.1	 9.9	+	0	0
GG704911.1	128383	128981	SC_5_3367237_3380922_DNA/TcMar.2	19.4	+	0	3
GG704911.1	128973	129097	SC_5_3367237_3380922_DNA/TcMar.3	23.0	+	0	2
GG704911.1	129224	130882	SC_3_935634_943341_LTR/Gypsy.1	17.6	-	0	4
GG704911.1	130879	138567	SC_4_2910675_2918379_LTR/Gypsy.1	15.5	-	14	107
GG704911.1	138582	143775	SC_1_452834_459771_LINE/Tad1.1	10.6	-	3	17
GG704911.1	143776	146069	SC_1_334247_341865_LTR/Gypsy.1	12.7	-	0	28
GG704911.1	146071	149960	SC_4_2979166_2986798_LTR/Gypsy.2	15.3	-	0	37
GG704911.1	149926	160553	SC_1_149925_160553_LTR/Gypsy.1	 0.0	+	11	1409
GG704911.1	160554	160993	SC_1_334247_341865_LTR/Gypsy.2	10.9	-	0	0
GG704911.1	160991	162150	SC_1_452834_459771_LINE/Tad1.2	10.5	-	1	5
GG704911.1	162145	162181	SC_5_1591116_1597779_LINE/Tad1.1	 8.1	+	0	0
